image_id,references,pred,latency_s,peak_vram_mib
278,"['A woman sitting at a table while eating food.', 'A woman sitting down holding a spoon and in her hand and eating.', 'A woman eating at her kitchen table ', 'A woman has her picture taken while eating', 'A woman eating food at a table in a kitchen.']",A woman sits at a table with a plate of food and a cup of coffee.,3.3010828495025635,7621.47509765625
279,"['Some food that is on a glass plate.', 'A good lookign dish of food is arrange don a plate', 'A plate of food is sitting on a dining room table. ', 'A piece of roast meat with walnuts and mushrooms on a serving plate', 'Arrangement of food with variety of meat and potatoes in upscale fashion.']",A plate of meat and vegetables with a rosemary sprig on top.,2.8265390396118164,7534.0771484375
280,"['Bartender opening a bottle of wine while patron waits patiently', 'A bartender opening a bottle with a rag.', 'Hey man that is opening up a bottle of wine.', 'A young man serving wine at a bar.', 'A bartender opens a wine bottle with a towel. ']",A man in a gray sweater is wiping his hands with a white cloth.,2.9354302883148193,7577.5234375
281,"['The little  girl is eating a banana.\n', 'A young girl eating a ripe yellow banana.', 'A girl holding a half eaten banana in her hands.', 'A little child offering a bite of a banana.', 'a close up of a child eating a banana']",A young girl is holding a banana and looking at the camera.,2.975399971008301,7577.5234375
282,"['A kitchen that has a tile floor, a refrigerator, a microwave, and a toaster.', 'a kitchen with a refrigerator a microwave and a toaster', 'A workplace break room kitchenette, with refrigerator, two microwave ovens, a toaster and sink.', 'The kitchen has a refrigerator, toaster, and microwaves.', 'A break room kitchen is shown with two microwaves.']",A small kitchen with a microwave and toaster on the counter.,2.036367416381836,7332.4814453125
283,"['A laptop computer sitting on top of a table.', 'A man is seen walking out of a building.', 'A dark room with an open laptop and a computer monitor behind it.', 'A person is near a glass door in a room with a computer.', 'A building has two macintosh computers at the workstations.']",A man walks past a train while looking at a computer screen.,2.065650701522827,7332.4814453125
284,"['A man standing next to a bikes and a motorcycle.', 'Two parked bikes on a sidewalk with a person riding a motor bike.', 'A person standing by a bicycle as a motorcycle drives by.', 'Parked bikes on a beautiful, picture perfect, sunny day.', 'A man sitting on a motorcycle near several bicycles with a partially visible person standing nearby.']",A man in shorts and a white shirt stands next to a bicycle with a basket on the front.,2.3942220211029053,7332.4814453125
285,"['A bathroom being renovated with pipes in the wall', 'Unfinished bathroom with only a shower base installed', 'a white room with not that much in it', 'A walk in shower in a dilapidated bathroom.', 'The shower room has a light green tint.']",A bathroom under construction with a green wall and white floor.,2.7839009761810303,7577.5234375
286,"['people walking around a tamale truck and a building ', 'Many bicyclists are gathering at the taco truck', 'People riding bikes between a food truck and a building.', 'very well decorated and fruits in a very big box', 'A tamale truck is in a rural city scene.']",A woman on a bike is passing by a food truck.,2.6832711696624756,7493.8662109375
287,"['A white toilet sitting in a bathroom next to a wall.', 'THERE IS A BATHROOM WITH A TOILET SHOWER AND SINK', 'SMALL BATHROOM WITH COMMODE, STAND UP SHOWER, AND SMALL SINK', 'White bathroom showing toilet, shower, sink and mirror.', 'A clean and white bathroom with a tub, shower and sink.']",A bathroom with a toilet and shower stall.,2.635889768600464,7577.5234375
288,"['A city street filled with lots of traffic and people.', 'A busy street with cars, a motorcycle and a passenger bus', 'A street with a motorcycle, bus and cars travelling on it. ', 'Vehicles are traveling at both ends of the intersection with no traffic control.', 'A bus, cars and a motorcycle driving in busy traffic on the street.']",A busy city street with lots of traffic and people.,2.42881178855896,7493.8662109375
289,"['A bus stuck in traffic on a busy highway.', 'A bus with a flat tire sitting in traffic on a street.', 'a yellow white and red bus lost a wheel ', 'A passenger bus that is leaning to the right.', 'A white bus with a flat tire sitting next to a bench.']",A bus with the number 475 on it.,2.782235860824585,7577.5234375
290,"['There is an indoor toilet underneath a sign that says please flush. ', 'A sign is seen posted above a toilet.', 'A bathroom with a red wall and poster in front of a toilet.', 'This bathroom has red and white walls and a poster.', 'A toilet with a poster above it in a bathroom']","A toilet with a sign above it that says ""Don Kabhi Kabhi SABOUT TAAI CHODTA - PLEASE FLUSH"".",3.67622447013855,7577.5234375
291,"['A yellow and a green motorcycle in the back of an auditorium.', 'there are two motorcycles that are parked behind seats', 'A pair of yellow and green motorcylces with flame designs running down them.', 'two motorcycles line up as they lean against some seats ', 'a yellow motorcycle and a green motorcycle behind some chairs']",A yellow motorcycle with flame design is in the foreground of a room full of people.,2.746058225631714,7493.8662109375
292,"['A young woman using a laptop computer while sitting on a bunk bed.', 'A person that is sitting in a bed facing out.', 'A young girl sits in the bottom bunk of her bunkbed.', 'A bedroom with bunk beds and the bathroom next door.', 'Three people live in one room who share a bathroom.']",A person is sitting on a bed in a room with a toilet and sink visible through the doorway.,3.192559242248535,7577.5234375
293,"['a small bowl of fruit on a table ', 'A lot of strawberries and oranges sitting in a bowl', 'A glass bowl contains peeled tangerines and cut strawberries.', 'A glass bowl of chopped oranges and strawberries', 'A bowl sitting on a table filled with fruit.']",A bowl of fruit with strawberries and oranges.,1.742948055267334,7311.41064453125
294,"['Two men talking to each other on a street corner\n', 'Two people are sitting on chairs talking on at a corner.', 'Two men sitting on the street in front of a building.', 'Street cleaners are taking a rest from work.', 'Two men setting next to each other on the street .']",Two men in blue uniforms sit on the street.,2.6390628814697266,7534.0771484375
295,"['A man riding a motorcycle while eating food.', 'Man wearing a helmet sitting on a motor scooter in traffic.', 'A man leans forward on his motor bike as he sits in traffic.', 'A person on a motor scooter with a helmet on.', 'A man on a motor scooter waiting in a group of motor scooters.']",A man in a tan jacket and helmet is sitting on a scooter.,2.1911284923553467,7387.28173828125
296,"['A man that is sitting on a moped.', 'The guy is travelling on his motorcycle outside.', 'A man riding around on a scooter with luggage on his lap.', 'asian man on motorcycle with a large load of cardboard boxes', 'a person riding a scooter with folded cardboard']",A man on a scooter with lots of packages.,3.0586564540863037,7718.17236328125
297,"['The living room and kitchen of a home.', 'A clean and tidy living area with a kitchen and green accents.', 'Living room area with pass bar leading to kitchen in residence.', 'The view of the door and kitchen area of an apartment from the living room.', 'A small kitchen with a living room and brightly colored pillows.']",A small apartment with a couch and a microwave.,2.8928465843200684,7577.5234375
298,"['A man sitting at a computer desk in front of a monitor.', 'a full sized mirror reflecting a man sitting at a desk ', 'an image of a dog sitting on a sitting ', 'A room with a mirrored closet, keyboard and a dog on a bed.', 'a bedroom with a man at a computer in the reflection.']",A dog sits on the floor in front of a mirror that reflects a man sitting at a computer.,3.2445363998413086,7577.5234375
299,"['A motorcycle parked near a fence by a beach.', 'a motorcycle parked on the road in a desert', 'A motorcycle is sitting next to a beach.', 'a parked red motorcycle a fence and some trees', 'A motor bike is parked next to a sandy area. ']",A red motorcycle is parked on the beach.,2.3650577068328857,7493.8662109375
300,"['A motorcycle parked on the side of a road near a city.', 'A view of a motorcycle. The picture is very close.', 'a black and green parked motorcycle some cars and buildings', 'Closeup picture of the front of a clean motorcycle.', 'The front end of a motorcycle in a parking lot.']",A green motorcycle with a large headlight and a red sticker on the gas tank.,2.7378346920013428,7493.8662109375
301,"['A man riding a motorcycle on the side of a road.', 'A man sitting on his motorcycle on dirt just of a paved road.', 'A motorcyclist is pulled to the side of the road.', 'A man on a motorcycle resting on the side of a country road', 'A man parked his motorcycle on the side of the road.']",A man on a motorcycle is riding down a winding road.,3.0131332874298096,7577.5234375
302,"['A small plane is preparing to land on the strip', 'A small airplane coming in for a landing.', 'A small airplane is in the air on a runway.', 'A Plane on runway taking off above ground.', 'a small plane taking off from a run way in mid air']",A small airplane is landing on a runway with trees in the background.,2.5906805992126465,7493.8662109375
303,"['A very tall building sitting along side of a street.', 'A large building is shown next to a busy street with cars on it.', 'this large building has a tower that has a clock on it', 'Traffic passing in front of a cathedral type building', 'Cars driving by an old building and clock tower.']",A large building with a clock tower and cars on the street.,2.843174457550049,7577.5234375
304,"['A spotted kitten sitting on a wooden bench.', 'A small kitten sitting on a slatted bench.', 'Small kitten sitting on a small wooden table.', 'Small kitten sitting on top of a wooden crate. ', 'A small kitten sitting on a pallet of wood looking back.']",A small kitten sits on a wooden bench near a wall.,2.0584540367126465,7356.49951171875
305,"['A small white dog on a wooden bench.', 'Cute white fluffy dog standing on an old wooden bench', 'A little white dog is standing on a bench.', 'A white dog is sitting on a wooden bench', 'A small white dog stands on a wooden bench.']",A small white dog sits on a wooden bench in a park surrounded by bushes and grass.,3.1458334922790527,7493.8662109375
306,"['A white statue holding open a newspaper while sitting on a bench.', 'A person reading a paper on a park bench', 'The statue on the bench is reading a large newspaper.', 'A statue of a man reading on a park bench.', 'A sculpture of a man reading a newspaper sitting at a bench.']",A statue of a man reading a newspaper sits on a bench in front of a brick wall.,2.3435983657836914,7332.4814453125
307,"['A bus stopped in front of a building with the Apple logo on it.', 'An ""Apple"" logo burns bright over a city bus.', 'an apple building and a white bus and people', 'A bus parked near an Apple sign during the night.', 'A bus parked outside and below an illuminated Apple sign.']",A bus with an Apple logo on the side.,2.3973615169525146,7493.8662109375
308,"['Black and white photograph of a man sitting at a bench.', 'A man sitting on a bench in a park.', 'A person on a park bench sits and waits.', 'an image of a man sitting on a park bench', 'Some people are sitting on the benches and relaxing. ']",A man sits on a bench in a park while people walk by.,2.6118054389953613,7493.8662109375
309,"['A group of giraffes walking in the sand.', 'Two giraffes walking around in the grass and dirt.', 'two giraffes running across a field in the mud', 'Three giraffes, one young, in a natural looking habitat.', 'Giraffes in a dirt field with some patches of green.']",A giraffe and her calf walk through their enclosure.,2.457333564758301,7421.21826171875
310,"['A giraffe walking around in a fenced area in a zoo.', 'Two giraffes standing near a large rock inside a gated corral.', 'Trees mark the far side of a fence that encloses a large environment space with man made rocks and two giraffes, one close up and very large, the other small, and seemingly far away.  ', ""Two giraffe's in a zoo with a large rock."", 'a close up of a giraffe on a dirt ground ']",A giraffe stands tall in an enclosure with trees and a building in the background.,2.9266557693481445,7534.0771484375
311,"['Horned mountain goats enjoying green grass next to the snow', 'A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.  ', 'The elk have horns and are eating grass. ', 'The mountain goats are eating the grass on the slope.', 'The longhorn sheep are grazing on the mountain.']",A group of mountain goats graze on the side of a snowy hill.,2.916067123413086,7577.5234375
312,"['A dog anchored to a fire hydrant by his leash.', 'A dog sitting with his leash tied to a fire hydrant', 'A large dog is tied up to a fire hydrant.', 'A large dog tied to a yellow fire hydrant.\n', 'A dog laying on the ground its leash tied to a fire hydrant.']",A black and white dog sits next to a fire hydrant.,3.5874321460723877,7882.09033203125
313,"['a couple of pictures that have some people and some fire hyrdons', 'Multiple pictures of fire hydrants, a woman standing near a tree, and people posing in front of a boat.', 'A picture collage with fire hydrants and people.', 'Two pictures of a fire hydrant with two pictures of people.', 'A collage of photos including two which portray colorful fire hydrants.']",A collage of hydrants and people.,3.3902692794799805,7882.09033203125
314,"['A person wearing orange pants standing on a bench', 'Someone in orange pants stands on a wooden bench.', 'a man standing on a bench with a sign next to them ', 'A person in red pants stands on a wooden bench with a poster.', 'an image of boy standing on top of  a bench']","A person in orange pants stands on a wooden bench with a sign that says ""I'm going to be 21+ soon.""",3.394209861755371,7534.0771484375
315,"['The pedestrian is walking down the side of the highway by the bus.', 'A transit bus passing a man on a sidewalk.', 'Guy walking pass a bus sitting at the curb ', 'a man is walking down the sidewalk next to a bus on the street', 'a man walks down a sidewalk as a vehicle passes ']",A bus is driving down the road past a sign pointing to Bhalswa Golf Course.,3.0803825855255127,7577.5234375
316,"['A television screen in an open space at a political function.', 'A television set with a politician on the screen. ', 'A picture of someone in the TV on the wall.', 'A room that houses several pieces of campaign memorabilia.', 'A television is in a wall and on']",A man in a suit is on a TV screen.,2.8998236656188965,7621.47509765625
317,"['A beautiful bird with brown wings, glides over the water', 'A brown bird with a white head flys over  a large body of water.', 'The brown eagle is soaring over the ocean.', 'An eagle flies low over the open water.', 'A bird swooping down to the water to catch food.']",A bald eagle flies over the water.,2.308058261871338,7493.8662109375
318,"['An old firetruck sits empty in a parking lot.', 'A fire truck parked in a parking lot with other trucks. ', 'A fire engine parked in a parking lot.', 'a fire truck parked in a lot ', 'A fire truck sitting in the stations park lot.']",A fire truck is parked in a parking lot with other vehicles around it.,2.6436870098114014,7493.8662109375
319,"['A yellow hazard sign sitting on the side of a road.', 'A warning sign for high water is on the side of the road.', 'The sign is a good reminder that there is water on the pavement.', 'A Water on Pavement sign in a flooded area of a road.', 'a street sign mentioning water on the road']",A flooded street with a sign warning of water on the pavement.,2.5482676029205322,7493.8662109375
320,"['A woman sitting on top of a bed with curtains hanging over it.', 'Two people that are laying in bunk beds and looking up.', 'A pair of people lean out from behind curtains and smile.', 'A person is sitting behind a curtain with another person behind them.', 'A guy peeks out from behind a curtain.']",A woman peeking out from behind a curtain on a train.,2.2750918865203857,7332.4814453125
321,"['some children are riding on a mini orange train', 'Several children are riding on a toy train ride.', 'The children are riding on an indoor train. ', 'Several children on a small  indoor kiddie train.', 'A group of children ride on an indoor train.']",A group of children sit in a red and gold amusement ride.,2.051039934158325,7332.4814453125
322,"['The train is approaching and a man is getting off his bicycle.', 'A train approaching a station with a man and a bike on it. ', 'A train is pulling up to people waiting and a crossing guard getting off his bike.', 'A group of passengers at a train station standing on the platform as a train arrives', 'A person getting off a bike and a train coming on the tracks.']",A man in a safety vest is getting ready to board a train.,2.879715919494629,7577.5234375
323,"['Two street signs are sitting on top of the pole', 'a couple of very large signs by a buliding', ""A sign letting drivers know that they can't stop on the curb. "", 'There is a billboard add on the side of the street.', 'A view of several billboards and two traffic signs on one pole. ']",A billboard that says Dress Code? on it.,2.6881747245788574,7577.5234375
324,"['A few birds are on the roof of a house.', 'A bird flies away from three others that are sitting.', 'A bird taking flight from a rooftop away from the other birds', 'three birds perched and one flying towards the viewer', 'An insect sitting on top of a wooden deck.']",A bird is flying near a roof.,2.4247236251831055,7493.8662109375
325,"['A school bus and a silver car waiting at a railroad crossing for a train to go past.', 'Cars and a bus stopped for a train at a crossing.', 'A train traveling across a road in front of a school bus.', 'Automobiles stopped at an intersection because of a passing train. ', 'A silver car is stopped in front of train tracks as a train crosses.']",A silver car is stopped at a railroad crossing with a school bus and a train in the background.,2.8991661071777344,7493.8662109375
326,"['Small black and white pig on wheeled cart with protest sign.', 'A small pig with a sign in the middle of the street.', 'a small dog sits inside of a small cart ', 'The pig  is sitting in front of the ironic sign.', 'A pet pig on a cart helps deliver a political message.']","A pig is in a shopping cart with a sign that says ""TAXED ENOUGH ALREADY STOP the PORK"".",3.1112000942230225,7493.8662109375
327,"['The street is blocked by a truck and a crane.', 'A car and a large truck on a city street.', 'The small maroon car drives near two large trucks.', 'A car sitting in the middle of the road near a construction vehicle.', 'A red car on street with utility vehicles in background.']",A red car is being towed by a yellow tow truck.,2.850377321243286,7577.5234375
328,"['A woman pets the cat that is standing on the rocks.', 'a woman standing near a gate made of rock with her black cat ', 'A person standing next to a rock wall near a cat standing on it. ', 'There is a cat in the rock with a person', 'a cat that is sitting on top of a rock wall']",A person with a backpack and a black cat on a stone wall.,2.93985915184021,7577.5234375
329,"['A herd of cattle walking across a beach next to the ocean.', 'A group of cows walking down a beach.', 'Four cows walking down a sandy beach near the water.', 'COWS WALKING ALONG THE BEACH, AND PEOPLE OUT IN THE WATER', 'A group of cows walking on a beach and people and a boat in the water.']",Cows on the beach with people in the water.,2.727637767791748,7577.5234375
330,"['A black bomb squad truck driving down a  road.', 'Several police vehicles at an urban crime scene.', 'A bomb squad emergency vehicle has stopped in the middle of an intersection. ', 'A bomb squad vehicle in the middle of an intersection.', 'A bomb squad truck turning at a crosswalk. ']",A bomb squad truck is parked on the street.,2.695769786834717,7577.5234375
331,"['A truck that is sitting in the street.', 'A white truck pulling double orange trailers down the road.', 'A tractor truck carrying an extra trailer down a street.', 'a white and red truck is driving down the road', 'A truck with two trailers moves down a road. ']",A large orange truck is driving down the road.,2.7004470825195312,7577.5234375
332,"['a man leaning over the back of a truck in front of buildings', 'A man bending into the back of a truck on a street.', 'A man in a construction outfit leaned over a utility truck.', 'a man reaches in the back of a truck ', 'a man is reaching for something in the truck bed']",A man in a yellow vest is loading dirt into the back of a van.,3.045229196548462,7577.5234375
333,"['A man is leading a cow with a ribbon on its neck.', 'man with grey hair leading a cow with red ribbon', 'An old man walking a big brown cow around.', 'A man that is standing with a cow.', ""A man is walking with a cow who's sporting a red ribbon. ""]",A man in a vest and jeans holds a cow by the halter.,2.654327392578125,7493.8662109375
334,"['A large Siamese cat sitting on top of a laptop computer.', 'THERE IS AN ADULT CAT SITTING ON THE LAP TOP', 'A Siamese cat is laying across the laptop keys.', 'This cat has no intention of giving up the computer keyboard to a human.', 'a cat resting on a laptop keyboard in a bedroom']",A cat laying on top of a laptop.,1.888091802597046,7332.4814453125
335,"['Very artistic photograph of a house, a lake and a wooden boat', 'a small boat floating down a river by a house', 'A canoe in the water near grass and a house.', 'A body of calm water with a wooden canoe docked on the side and a home across the water.', 'a house sits next to a swampy river ']",A wooden boat sits on the water in front of a house.,2.5512988567352295,7493.8662109375
336,"['A long wooden table with a woman sitting under an umbrella.', 'A lone woman huddles under her umbrella at a picnic table in the rain.', 'A person with a umbrella and a glass at a table.', 'a woman holding an umbrella whiile standing by a counter ', 'A woman and man talking underneath an umbrella']",A couple sits at an outdoor bar under an umbrella.,2.8007969856262207,7577.5234375
337,"['An elegant with a red shawl draped on top of it.', 'An elephant draped with a colorful blanket wearing a decorative head piece.', 'The elephant is forced to wear the costume. ', 'An elephant stands while wearing a colorful cloth.', 'An elephant walking draped with a colorful blanket.']",An elephant wearing a red blanket with blue and yellow designs.,2.0099148750305176,7332.4814453125
338,"['A man with a guitar in front of a microphone.', 'a guy plays guitar on the stage center', 'a man is playing a guitar on a stage ', 'Man wearing a white shirt and black tie playing a guitar. ', 'A young man singing and playing the guitar.']",A man in a red shirt and tie plays guitar on stage.,2.051365375518799,7332.4814453125
339,"['Two men in bow ties standing next to steel rafter.', 'Several men in suits talking together in a room.', 'An older man in a tuxedo standing next to a younger man in a tuxedo wearing glasses.', 'Two men wearing tuxedos glance at each other.', 'Older man in tuxedo sitting next to another younger man in tuxedo.']",Two men in tuxedos stand next to each other.,2.8488662242889404,7577.5234375
340,"['A cat sitting on top of a bed.', 'A cat with blue eyes sitting on a pink bed.', 'this is a cat sitting on a white bed', 'A cat sitting on top of a bed on the comforter ', 'there is a cat that is laying on top of a pink bed sheet']",A cat named Bear sits on a pink bed.,2.821289539337158,7577.5234375
341,"['People inside a commuter train, with their luggage and bicycles.', 'People with luggage on an airport transfer bus.', 'The travelers are all traveling with their best luggage.', 'A group of people sitting and standing on top of a train.', 'Passengers with luggage in an airport ""limo"" bus.']",A woman is eating a sandwich while standing next to her luggage on an airport conveyor belt.,2.7961132526397705,7493.8662109375
342,"['Men in blue with hats are riding elephants.', 'A large group of people riding on top of some elephants.', 'A group of elephants being ridden by people wearing blue', 'A group of men riding on the backs of small elephants.', 'Boys with wide hats are riding elephants on the dirt.']",elephants with people on them,2.06550931930542,7421.21826171875
343,"['A couple of adult elephants with a baby one following along.', 'Two large elephants together with a baby elephant close by.', 'A family of elephants walking through a grassy area.', 'a couple of elephants walk as a baby walks next to them', 'A herd of elephants walking across a grass field.']",elephants in the wild.,2.223365545272827,7493.8662109375
344,"['A woman watching another woman walk with a suitcase on wheels.  ', 'a girl watching another girl trip while pulling her suitcase', 'A woman carrying a suit case and losing her balance.', 'A girl is having a hard time pulling a suit case.', 'A young beautiful woman in a short jean skirt.']",Two women are playing with a suitcase outside.,2.886704444885254,7577.5234375
345,"['A large open multi- colored umbrella and tree branches.', 'An umbrella blocks the sun beside a palm tree.', 'this is a mulicolored stripe sun umbrella near a palm tree', 'A multi-colored umbrella that is blocking out the sun', 'the sun peeking through a colorful umbrella next to a palm tree ']",A colorful umbrella is open in the sun.,2.6483733654022217,7577.5234375
346,"['The man is playing Frisbee with the young boy.', 'A man is playing frisbee with a school child.', 'A couple of people that are playing with a frisbee.', 'A man holding one frisbee and throwing another.', 'A young man is throwing a Frisbee to a boy in a gravel lot with other children and people walking around.']",A man in a yellow shirt holds a frisbee while another man in a white shirt walks away from him.,3.2040746212005615,7534.0771484375
347,"['The young man is outside playing a game of Frisbee. ', 'A man is holding a yellow frisbee outside', 'A man outside playing frisbee in front of a building.', 'A young man in black clothes holding a yellow frisbee', 'A boy is throwing a frisbee outside a building.']",A man with long hair and a bandana around his neck is holding a yellow frisbee.,2.8961000442504883,7493.8662109375
348,"['A large black dog with long hair standing on steps.', 'three large dogs sitting outside near a forested area', 'Three dogs sitting on the levels of an empty tiered garden.', 'There is a group of dogs in a yard', 'Three dogs are sitting at various levels in grow boxes.']",Three dogs sitting on a wooden bench in a yard.,2.8189799785614014,7577.5234375
349,"['A zebra is lying on the ground with other zebras.', 'A zebra lays down in a leafy field.', 'A picture of an animal on the ground.', 'A lazy zebra lays in the straw near a rocky field.', 'Several zebras laying down in a rocky field.']",A zebra laying down in the dirt.,2.349607467651367,7493.8662109375
350,"['A cats sits on the table with a dog outside.', 'A dog and a cat are watching the plants on the table..', 'A dog looks through a window at a cat sitting on a table. ', 'A cat sitting on a table next to plants and a dog outside of a sliding glass door, looking in.', 'Dog looking in a window at a cat next to plants.']",A cat and a dog looking at plants in a window sill.,1.875401258468628,7311.41064453125
351,"['A couple of men playing a game of frisbee.', 'Two men on opposite teams jumping for a Frisbee.', 'Two men are reaching to catch a frisbee.', 'Two men playing a game of Frisbee in a field.', 'The men are playing a game of Frisbee on the grassy field,']",Two men jumping to catch a frisbee.,2.4038641452789307,7493.8662109375
352,"['a couple of zebras that are running through some grass', 'A couple of zebra walking across a lush green field.', 'Pair of zebras walking in natural field of tall grasses.', 'zebras race along in a grassy field in front of some trees', 'Two zebra run through tall grass near a wooded area.']",Two zebras running through the grass.,2.5327436923980713,7493.8662109375
353,"['A group of zebras standing and grazing in a grass field.', 'Mother zebra in grassy pen with young ones feeding.', 'Three zebras gather to stand and graze in their enclosure.', 'herd of zebras grazing on some green vegetation ', 'A group of zebras eating in a n enclosure']",Three zebras grazing in a grassy field.,2.6799073219299316,7577.5234375
354,"['Two very sexy women in bikinis riding horses in the ocean.', 'Two women in bikinis on horses in the ocean.', 'Two women in bikinis ride horses into the sea.', 'Two women ride horses in the water at the beach.', 'a couple of women ride horses through some water ']",Two women in bikinis ride horses through shallow water on a beach.,2.8840391635894775,7577.5234375
355,"['two women in swimsuits riding horses in the water', 'Two bikini clad women riding horses in an ocean', 'Two women in bikinis on horses stand in the ocean.', 'Two beautiful women riding horses in the ocean in bikinis.', 'people riding horses partially submerged in a body of water']",Two women riding horses in the water.,2.590825080871582,7577.5234375
356,"['Two zebras in an open field with grass.', 'A couple of zebra standing next to a tree.', 'a zebra grazes in the grass as another zebra notices the photographer', 'A couple of giraffes are standing by trees and grass.', 'A couple of zebras are grazing next to some trees.']",Three zebras standing in the grass.,2.0326151847839355,7332.4814453125
357,"['A herd of zebra stand on a plain in the wild.', 'A group of zebras on a green plain', 'A herd of zebra are grazing in a grassy meadow.', 'A group of zebra stand in the plain.', 'A large group of zebras in a open field.']",A herd of zebras grazing in a grassy field.,2.019021511077881,7332.4814453125
358,"['A white horse is out eating in a field', 'A white horse is chewing ferns in a wooded valley', 'The white horse is standing beside tall plants. ', 'A horse standing on top of a grass covered field.', 'a white horse grazing on some vegetation ']",A white horse grazing in the woods.,2.31563138961792,7493.8662109375
359,"['A woman in tight blue jeans standing next to a brown horse.', 'A woman wearing a cowboy hat posing with a horse.', 'A smiling young woman posing with a sleek brown horse.', 'A midsized horse in a field with her rider standing', 'A pretty young woman is posing with her horse.']",A woman in a red cowboy hat stands next to a brown horse in a grassy field.,2.8376450538635254,7493.8662109375
360,"['a woman with a rope leading a horse', 'A woman walking a horse on some property with trees.', 'A woman in high heels is leading a white horse with a rope.', 'A woman leading a horse through an exercise yard.', 'An attractive young woman leads a grey horse through a paddock.']",A woman in a pink shirt and black pants holds a lasso while standing next to a horse.,3.2612497806549072,7493.8662109375
361,"['An almost empty plate with a lemon slice on it', 'A sliced orange on a plate by a fork.', 'A slice of orange laying on a mostly clean plate.', 'a close up of a plate with an orange and a fork', 'orange slice with fork and various greens on plate']",A plate of food with an orange slice on it.,2.4369916915893555,7493.8662109375
362,"['A group of three men standing next to each other on a baseball field.', 'A man wearing a white shirt and standing between two baseball players.', 'a black and white picture of tow baseball players and a coach ', 'A man talking to two people in baseball uniforms.', 'Two old time baseball players talk to a man.']",Three baseball players standing on the field.,2.6546382904052734,7621.47509765625
363,"['a group of people on skis in the snow', 'a group of people with skiis standing next to each other ', 'The group of people smile in the snow wearing skis and a snowboard.', 'Men and woman posing for a picture on skiis and a snowboard. ', 'A group of people standing next to each other on top of a snow covered ground.']",A group of friends pose for a picture on the snow.,2.782041311264038,7577.5234375
364,"['a person jumping a pair of skis in the air', 'A person on skis making a cross in the air', 'A young person on skis flying high through the air.', 'A skier is jumping in the air and crossing his skis.', 'A person in the air with skiing equipment. ']",A skier in mid-air with their skis crossed and poles in the air.,3.0543742179870605,7493.8662109375
365,"['A kid with a glove and a ball.', 'A young ball player poses with his baseball glove.', 'a boy with a baseball glove and ball', 'A happy little boy holding a baseball with a baseball glove.', 'A young boy wearing a catchers mitt holding a ball.']",A young boy holds a baseball and a baseball glove in his hand.,2.892139434814453,7577.5234375
366,"['a number of people riding skis on a snowy surface', 'Many people are skiing down a hill that is full of snow.', 'A group of skiers going downhill together. ', 'A group of people riding on skis on a snowy slope.', 'A lot of people skiing down a ski slope.']",A group of skiers on a snowy slope.,2.414085626602173,7493.8662109375
367,"['a wok on a stove cooking some food', 'A skillet filled with a bunch of vegetables being cooked.', 'A wok with a cooked broccoli meal in it.', 'The vegetables are cooking in the skillet on the stove.', 'A picture of some food in the kitchen.']",A wok filled with broccoli and carrots on an edesa stove top.,2.9305195808410645,7577.5234375
368,"['A couple of storm troopers standing next to each other.', 'THERE ARE TOYS TAHT ARE ON THE BEACH ', 'Action figures put on skateboards on the street', 'A number of action figures on the ground and two of them on skateboards. ', 'small toys riding skate boards on a street']",A group of Star Wars stormtroopers stand on skateboards.,3.632228136062622,7882.09033203125
369,"['A group of young children riding skis down a snow covered mountain.', 'A number of people skiing down ski slopes', 'A bunch of children skiing down a slope', 'There are some skiers heading down a slope', ' A picture of skiers skiing on the snow']",A group of children skiing down a snowy hill.,1.738663911819458,7311.41064453125
370,"['A restaurant table with a plate of vegetable pizza and garnishment', 'A small ham and pineapple pizza on a plate next to a spicy pepper shaker.', 'A small pizza sitting on a blue table.', 'a pizza on a plate on a table ', 'A whole freshly made pizza in a restaurant.']",A pizza with pineapple toppings on a metal tray.,2.4113714694976807,7493.8662109375
371,"['Two people with snow gear on, carrying equipment.', ""Two people hiking up a mountain with their ski's."", 'Two people on a snow covered hill with skis.', 'A person with some skis standing in the snow.', 'Couple of people walking up the snowy mountain with skis']",A person with skis and backpack standing on a snowy mountain.,2.547081232070923,7493.8662109375
372,"['Man preforming stunt on skateboard outside in the city.', 'A skateboarder with his board on the edge of a concrete divider while another boy chases the skateboarder with a camera. ', 'a man films a skate boarder doing a trick ', 'A man riding a skateboard down a cement ramp.', 'A man filming a person skateboarding on a wall.']",A skateboarder is performing a trick on a ledge while another person watches from a bench.,3.0186753273010254,7493.8662109375
373,"['A person is doing a trick over a trash can.', 'A man flying through the air while riding a skateboard.', 'a man wearing a hat does a trick on  a skateboard', 'A man in black shirt doing a trick on a skateboard.', 'The boy jumps with a skateboard over the garbage can.']",A skateboarder jumps over a cup on the sidewalk.,2.457646131515503,7493.8662109375
374,"['Three plates, spoons and glasses on a dining table', 'A bunch of plates with food on them on a table. ', 'a couple of plates with food inside sits next to each other ', 'Three white dishes with three different sorts of food on them.', 'Three different meals on plates with silverware and beverages.']",A plate of food with a steak and a sandwich on the side.,2.595217227935791,7493.8662109375
