image_id,references,pred,latency_s,peak_vram_mib
222,"['A slice of pizza sitting on top of a white plate.', 'A slice of pizza with toppings on a plate. ', 'A piece of pizza sitting on a plate while a t.v. is on. ', 'a single slice of pizza with ham slices on it  on a plate', 'A ham pizza with grated parmesan is on a plate in front of a TV.']",A slice of pizza on a plate with a TV in the background.,2.4529178142547607,7420.41748046875
223,"['A young kid is holding a box of pizza. ', 'A boy wearing yellow is holding a pizza in a box.', 'a child wearing a hat is holding a pizza box with pizza inside.', 'A young boy dressed in yellow holding a pizza in a box.', 'A boy with a fedora on holding a pizza box open.']",A boy in a yellow shirt and hat holds a pizza.,2.803515672683716,7578.927734375
224,"['A pile of food sitting on top of a table next to a  glass of wine.', 'A cutting board with pizza and a glass of wine', 'A pizza has been topped with ham near a large glass of wine.', 'Several slices of meat are on top of a pizza.', 'A table with food and a glass of red wine.']",A slice of pizza with prosciutto and olives on top next to a glass of wine.,3.545872211456299,7578.927734375
225,"['There are meats and vegetables on a flatbread', 'Some meat and greens on a pizza crust.', 'A closeup of a pizza with lettuce and bacon.', 'Small personal pizza with bacon and spinach. ', 'Lettuce and tomatoes on a slice of pita bread.']",A pizza with spinach and meat toppings.,2.3658668994903564,7493.8662109375
226,"['A pizza covered in lots of greens on top of a table.', 'A pizza with bacon bits and spinach leaves on it.', 'Leafy greens and sun dried tomatoes on something', 'A close up photo of a pizza with a lettuce and prosciutto topping. ', 'A pizza is shown with various toppings on it.']",A piece of bread topped with arugula and prosciutto.,2.611457586288452,7493.8662109375
227,"['A living room with a couch and chair.', 'A television, couch and chair in the corner of a room.', 'A very simple living area with a chair, sofa and TV.', 'A corner of a living room with a TV in it.', 'a room with a tv and some different types of couches']","A room with a couch, chair and TV.",1.9224088191986084,7332.4814453125
228,"['A man in a suit standing next to a control board and computer.', 'A man standing near a table with video equipment. ', 'Man in suit smiling next to electronics and monitors', 'A man by desk with mixing equipment, a keyboard and a computer monitor.', 'A man in a suit stands near a table with computer equipment on it.']",A man in a suit stands next to a computer and monitor.,3.093095541000366,7578.927734375
229,"['A very nice living room that is very clean.', 'A big, open room with large windows and wooden floors.', 'A living room with a wooden floor filled with furniture.', 'THERE IS A LIVING ROOM WITH A TABLE AND TV ', 'A living room with a couple of furniture. ']","A living room with a couch, coffee table, and dining table.",2.600177526473999,7493.8662109375
230,"['A small child is holding onto lawn decorations.', 'A child with various yard decorations some of which look like fish.', 'Young child playing with several lawn type ornaments.', 'A baby is holding some poles in the middle of a grass field. ', 'A small child playing with some toys in a field.']",A toddler is flying a kite in the grass.,2.6954262256622314,7578.927734375
231,"['A man that is standing in the dirt with a bat.', 'a baseball player is holding a bat on a field', 'A baseball players is ealking toward the opposing team.', 'The player approaches home plate to take his turn at bat.', 'A group of baseball players standing next to each other on top of a field.']",A baseball player in a blue and red uniform is holding a bat while standing next to a catcher and an umpire.,3.3978660106658936,7578.927734375
232,"['A vase with various flowers in it on a display case.', 'a vase with flowers on a display near a wall', 'The vase is holding an arrangement of dried vines. ', 'an image of a flower arrangement in the vase', 'A vase full of flowers is sitting on display.']",A vase with flowers in it on a shelf.,2.562441825866699,7493.8662109375
233,"['a man swinging a tennis racket and hitting a ball on a tennis court.', 'A man holding a tennis racket getting ready to hit a tennis ball.', 'A male tennis player stands on court and prepares to hit the ball.', 'A tennis player hitting a ball in a low position.', 'A man in white shirt and shorts playing a game of tennis.']",A tennis player in white is about to hit the ball with his racket.,2.8362648487091064,7534.0771484375
234,"['Closeup of a cup holding scissors and other pens and pencils.', 'Scissors with orange handles are in a container with pens.', 'The orange handles of scissors are sticking out of a holder.', 'Some office supplies that have been grouped together.', 'the scissors sit in a containers with pens and markers']",orange scissors with other items in the background.,2.663825750350952,7578.927734375
235,"['A camera sits on a tripod connected to a laptop.', 'A camera with a computer is set up on a tripod', 'A camera and tripod is shown with a laptop.', 'a tripod sitting next to  a laptop', 'Camera equipment is set up in a room with vending machines in the background.']",A camera on a tripod is set up to film a laptop.,1.9342362880706787,7311.41064453125
236,"['A woman with a book bag sits on a ledge with her cell phone.', 'A beautiful woman sitting on a brick wall.', 'A girl is sitting on a wall and looking down at her cell phone.', 'A woman sits on a ledge and looks at her phone.', 'A girl is sitting on a brick wall using her cell phone.']",A girl sits on a brick ledge and uses her phone.,2.97296142578125,7534.0771484375
237,"['a woman in a blue top with headphones and two cellphones', 'A woman in blue sweater holding two cellphones while wearing headphones.', 'A person holding a phone in each hand and wearing a head set in front  of a Christmas tree.', 'A woman wearing headphones looking at some electronics.', 'A woman has headphones on and is holding two cell phones.']",A woman wearing headphones is looking at two cell phones.,2.764724016189575,7578.927734375
238,"['A blender is sitting next to a printer.', 'An old blender and printer sitting on a table.', 'An old blender is sitting next to a printer.', 'A blender laying on a table in a room.', 'A GREEN TABLE WITH A OLD RUSTY BLENDER AND A PRINTER ']",A blender and printer sit on a table.,1.6737558841705322,7311.41064453125
239,"['a couple of young kids are sitting together', 'A vintage closeup shows a chair with a toddler with a big smile and a big toy bear seated right  next to a second toddler with a semi-smile, holding what appears to be a coin purse.', 'A picture of two young kids posing or a picture.', 'A couple of children sitting in front of a blanket.', 'two children one holding a bear and one holding a cell phone']","Two children, one holding a teddy bear and the other holding a toy gun.",2.6982336044311523,7456.91162109375
240,"['A vase filled with yellow and white flowers.', 'Flowers neatly arranged in a clear vase filled with water. ', 'Vase with a handle containing flowers sitting on table. ', 'A close up of a clear vase with flowers.', 'clear vase filled with white and yellow flowers with water']",A bouquet of yellow and white flowers in a glass vase.,2.6860456466674805,7493.8662109375
241,"['A man holds a controller and keyboard with his hands', 'A computer user types one handed on a keyboard.', 'Person holding on to a video game remote while using a computer mouse with other hand', 'A person uses a black computer keyboard on a wooden desk.', 'A gamer holding a controller and using a keyboard']",A person's hands on a keyboard and a game controller.,2.521771192550659,7493.8662109375
242,"['A person is holding a spatula near slices of bread on a stove.', 'A person bundled in winter clothing and scarf cooking.', 'A man is cooking while wearing a jacket and scarf', 'A person that is cooking some food in a kitchen.', 'A person bundled up while frying something on the stove indoors.']",A person wearing a blue hoodie and black gloves is holding a spatula over a sandwich in a frying pan.,3.346353530883789,7578.927734375
243,"['A large white kitchen range with gold towels on the front.', 'A white double kitchen stove with raised burners.', 'A white stove in a very small kitchen.', 'A kitchen has a vintage gas range and yellow walls.', 'an old fashion double oven cook stove with a griddle ']",A white stove with two towels hanging on the handles.,2.752842426300049,7578.927734375
244,"['A man riding a bicycle with a boy on the back of it.', 'a man on his bike with his friend riding on the back', 'Two men ride a big along a busy street.', 'Two boys riding on a single bicycle on a city street ', 'Two men are on a bicycle and a third is on a scooter.']",Two men riding a bike with a woman on a scooter behind them.,2.836949110031128,7493.8662109375
245,"['A white bathroom is shown with a blue towel.', 'a sink and a toilet that is in a small bathroom', 'a toilet a cabinet a sink and a towel and toilet paper', 'A white toilet sitting next to a bathroom sink.', 'The bathroom has very white appliances in it.']",A bathroom with white toilet and sink.,2.317967653274536,7493.8662109375
246,"['A black cat is sitting in a bathroom sink.', 'A cat laying down in a bathroom sink. ', 'A black cat sits in a white bathroom sink.', 'A black cat that is sitting in a sink.', 'A BLACK CAT SITTING INSIDE OF A SINK IN THE BATHROOM ']",A black cat sits in a bathroom sink.,2.6528408527374268,7578.927734375
247,"['A car driving in an intersection, past a furniture shop. ', 'A car in front of a furniture shop with a cow.', 'A small compact car driving past a furniture store.', 'A street scene with a car passing by.', 'a shop a car traffic lights and buildings\n']",A cow stands in front of a furniture store.,1.728393316268921,7311.41064453125
248,"['A black plush toy sitting on the lid of a toilet.', 'A black stuffed animal sitting on top of a toilet in a bathroom stall with blue floor tile. ', 'a toilet with a teddy bear sitting on the seat .', 'There is a stuffed animal sitting on the toliet.', 'This is a stuffed animal on a toilet seat.']",A toilet with a teddy bear on the seat.,2.9066755771636963,7578.927734375
249,"['A woman laying on a bathroom floor next to a toilet.', 'A person is laying on their back on the floor of a bathroom.', 'A woman laying down on a bathroom floor by a trash can. ', 'a person laying on the ground in a bath room near a toilet', 'A person is laying on the bathroom floor in front of toilet.']",A woman is lying on the floor in front of a toilet.,2.881086587905884,7578.927734375
250,"['A blue pot of tomato sauce with a wooden ladle.', 'A pan  filled with mystery goo next to another pan.', 'A wooden spoon sticking out of a pot of food.', 'A wooden utensil in a red sauce in a pot.', 'A wooden handle in a pot with soup or stew next to an empty bowl.']",A spoonful of tomato sauce in a pot.,2.7077388763427734,7578.927734375
251,"['A plastic dish with the food sectioned off.', 'A lunch box with a sandwich, carrots, salad and a muffin.', 'A container that has a packed lunch in it.', 'a tray of food on a wooden table with bread, carrots, sauce, nuts and a muffin.', 'an image of a school approved lunch in a tray']","A lunch tray with bread, carrots, nuts and fruit.",1.099623441696167,7188.4609375
252,"['Colorful lights reflect off the items inside this bathroom stall', 'A toilet in a tiled stall with rainbow streaks around the room.', 'A white toilet covered in rays of rainbow.', 'White toilet in a small tiled room rainbows on toilet', 'A white toilet in a small tile walled bathroom']",A bathroom with a toilet and rainbow lights.,3.2604594230651855,7772.3134765625
253,"['A toilet sitting in a room surrounded by personal items.', 'A bathroom with ski equipment laid out on the floor.', 'A bathroom with a toilet, a plant, a stand and several footwear on the floor. ', 'The bathroom is a mess with sports gear. ', 'a bathroom with a toilet and a lot of ski boots']",A bathroom with a toilet and a pile of shoes on the floor.,2.146021842956543,7332.4814453125
254,"['a group of young men are riding their motocycles down the street', 'five men riding their motor cycles on the street', 'Motorcyclists are riding down the street with each other.', 'Five people riding some motorbikes on the road', 'People are riding on motorcycles together down a street.']",Motorcyclists on the road at sunset.,3.1075971126556396,7772.3134765625
255,"['A man flying through the air while riding a bike.', 'a person jumping in the air on  a motorcycle', 'MOTOR CROSS BIKE AND RIDER IN THE AIR DOING TRICKS', 'a man in mid air while riding a motor bike', 'A person who is on their motorcycle in the air.']",A motorcycle rider in mid-air performing a stunt.,2.7105400562286377,7578.927734375
256,"['A dog sitting between its masters feet on a footstool watching tv\n', 'A dog between the feet of a person looking at a TV.', 'A dog and a person are watching television together.', 'A person is sitting with their dog watching tv.', 'A man relaxing at home, watching television with his dog.']",A dog watching TV with its owner's feet in the foreground.,2.2139782905578613,7332.4814453125
257,"['A formation of airplanes flying through a  blue sky.', 'several jet planes flying in unison in a v formation ', 'Several jets that are flying in the air performing tricks.', 'Seven jets fly in formation leaving trails of smoke behind them.', 'A sky view of several planes flying in formation in the sky.']",Six planes flying in formation with smoke trails.,2.2741966247558594,7420.41748046875
258,"['The airplane in the sky is doing tricks while spitting out smoke. ', 'An airplane is letting off white smoke against a blue sky.', 'A biplane leaves a smoke trail while doing a trick.', 'A biplane flying upside down leaving a large vapor trail.', 'a plane flies through the air with fumes coming out the back ']",A plane is flying in the sky with smoke coming out of it.,2.9047152996063232,7578.927734375
259,"['A turboprop airplane that is in the hangar for repair. ', 'a twin propeller plane sits parked on a run way ', 'THERE IS AN AIR PLANE THAT IS PARKED ON THE TARP', 'A prop plane parked at an airport with support vehicles around it.', 'an airplane parked in the dark on a runway']",A small airplane is parked on the tarmac at night.,2.5014548301696777,7493.8662109375
260,"['a white and red plane parked on a tarmac', 'A large airliner with a kangaroo on the tail wing.', 'A commercial airplane sits on a runway at an airport. ', 'A large jetliner sitting on top of an airport runway.', 'A red and white plane sitting on a runway.']",A Qantas airplane is parked on the tarmac at an airport.,3.136723756790161,7578.927734375
261,"['Commercial airliner flying  near mast on cloudy day.', 'A large commercial airplane taking off into the sky', 'A commercial airplane with propellers flying through the air.', 'A passenger airplane is taking off into a cloudy sky.', 'A white plane flies in the cloudy sky.']","A blue and white airplane with the word ""express"" on it is flying in the sky.",2.908838987350464,7493.8662109375
262,"['Grey plane taking off above some green vegetation.', 'View of jet airliner taking off over tree top.', 'A passenger jet is flying over some trees.', 'Aerial view of an airplane ascending in to the sky.', 'An airplane flying in the sky over some trees.']",A plane flying over trees.,2.966822862625122,7772.3134765625
263,"['Dozens of people walking around a metro area', 'People walk down a busy city street, with traffic light.', 'A bunch of people crossing the street in a city. ', 'People cross the street at the corner of luxury buildings.', 'People are walking across the street at an intersection.']",A busy street in London with people walking and a traffic light.,2.570936441421509,7493.8662109375
264,"['A couple of people sitting on top of a wooden bench.', 'Two people sitting on a bench overlooking a body of water. ', 'two people sitting on a bench next to the ocean', 'Two people on a bench near the water.', 'Two people sitting on a bench looking out over the ocean ']",A couple sits on a bench overlooking the ocean and a grassy island.,2.8291356563568115,7456.91162109375
265,"['A city sidewalk with people walking up and down ', 'There are pedestrians walking passed a traffic light.', 'a street corner with a traffic light  in front of a Carphone Warehouse store with lots of people on the sidewalk', 'A couple of traffic lights sitting on the side of a road.', 'People are walking along a sidewalk in a city.']",A busy street with people walking and traffic lights.,2.448362112045288,7493.8662109375
266,"['A group of people standing next to a double decker bus.', 'People stand near the curb behind a lime green double-decked bus.', 'this is people standing in the sidewalk near a bus', 'a double decked bus sits parked next to a side walk ', 'A group of people standing outside of a double decker bus.']",A green double decker bus is parked on the side of a street next to a brick building.,2.8939707279205322,7493.8662109375
267,"['A blue fire hydrant posed on a street corner in a city.', 'A blue water hydrant on a pavement near the road', 'a blue and yellow fire hydrant sitting on the sidewalk next to a quiet street', 'A blue and yellow fire hydrant on the side of a road.', 'A fire hydrant on a sidewalk of a city ']",A blue and yellow fire hydrant on the sidewalk.,2.763334035873413,7578.927734375
268,"['A man sitting alone on a park bench in a park.', 'An old man reads a book on a bench. ', 'An old man sitting on a bench in a public park.', 'An old man reading a book on a park bench.', 'man sitting on a bench in the park']",A man sits on a bench in a park reading a book.,3.3978562355041504,7772.3134765625
269,"['A group of animals standing on top of a grass covered field.', ""The sheep with most of it's wool shaved off stands near the herd."", 'A bunch of sheep are walking around bored.', 'Several sheep standing around in the grass. ', 'the seven sheep are preparing to be sheered.']",A sheep with a long tail stands in front of a group of sheep.,2.9596948623657227,7578.927734375
270,"['A sheep standing in a dry grass field.', 'A sheep stands idly at the edge of a field', 'Single sheep in a field looking back at camera.', 'A sheep is standing in a front some grass.', 'one sheep is standing in some tall grass']",A sheep stands in a field of tall grass.,3.441483974456787,7882.09033203125
271,"['A stable full of lambs standing and laying around.', 'a bunch of goats on grass in an area', 'Sheep stand and lay in hay strewn around a barn.', 'A herd of sheep grazing on a pile of hay.', 'a close up of sheep on hay ground indoors']",Sheep in a barn eating hay.,2.9958019256591797,7669.32373046875
272,"['Young woman with sheep on straw covered floor.', 'A child places his hands on the head and neck of a sheep while another sheep looks at his face.', 'A person petting the head of a cute fluffy sheep.', 'A child is petting a sheep while another sheep watches.', 'A woman kneeling to pet animals while others wait. ']",A person petting a sheep in the hay.,2.724364995956421,7578.927734375
273,"['a stop sign and a white and green street sign and a tree', 'A road sign on top of a stop sign at an intersection', 'A street sign reads ""Bacchanalia"" above a stop sign.', 'A red stop sign with a green street sign posted above it.', 'There is a street sign on top of a stop sign near a tree. ']",A street sign for Bacchanalia Court and a stop sign.,2.069284677505493,7332.4814453125
274,"['A bird with outstretched blue wings is sitting on some bird feeder.', 'a blue black and white bird a bowl of birdseed', 'a bird with its ring span sitting on a bowl with feed in it', 'A blue bird sitting on top of a bowl of seed.', 'A bird is sitting on a bowl of birdseed.']",A blue bird with its wings spread wide is perched on a blue dish of birdseed.,3.2260043621063232,7622.71728515625
275,"[""A man punching an innocent giraffe in the side of it's head."", 'A young man is playing with a giraffe', 'A man pretending to punch a giraffe sculpture.', 'A man is miming punching a giraffe statue.', 'A man is pretending to hit a statue of a giraffe.']",A man feeds a fake giraffe at a zoo.,2.9651076793670654,7578.927734375
276,"['a table that has some bananas on it', 'Several birds on a perch with some bananas.', 'A small black and orange bird is perched on a table with banana peels in it.', 'a small black bird is standing on a tray', 'some green yellow black white and orange birds and some plants']",Birds eating bananas on a table near a pond.,2.745471477508545,7578.927734375
277,"['a giraffe behind a fence eating grass from a feeder', 'A giraffe eats leaves from a basket in an enclosure.', 'A giraffe at a zoo eating some grass.', 'A giraffe behind a fences reaches for the hay in the basket.', 'A giraffe standing on a fence to eat some grass.']",A giraffe is standing in an enclosure with a stone wall behind it.,2.953477382659912,7578.927734375
278,"['A cross road of Furnace St. and Crapo St. ', 'Street signs on the corner of Furnace St and Crapo St.', 'A street sign for the street named Crapo.', 'A white street sign in front of  a green large tree.', 'A street sign intersection with a lush tree in the background.']",Two street signs on a pole in front of trees.,1.7813351154327393,7311.41064453125
279,"['A small bird perched on a piece of wood.', 'A bird standing on a wooden post near a house.', 'a bird sitting on a brick of bird food on a pole', 'A bird standing on a piece of wood.', 'A bird sits atop a wooden post and watches its surroundings']",A bird sits on a wooden post with plants growing around it.,3.1477997303009033,7578.927734375
280,"['A man wearing sunglasses and a black hat.', 'A picture of a man wearing a suit, hat, and sunglasses.', 'Man posed in flashy clothes, with hat and sunglasses.', 'A smiling man in a hat is wearing sunglasses.', 'A man with a hat and a tie standing.']",A man wearing a hat and sunglasses is holding his glasses up to his face.,3.002096176147461,7578.927734375
281,"['A baseball player holding a bat while standing on a field.', 'The man is hitting the water balloon with a bat.', 'a man is swinging a baseball bat outside', 'a baseball player is swinging a bat and some grass', 'A little kid is swinging at a water balloon. ']","A baseball player swings his bat and misses the ball, causing water to splash everywhere.",2.748493194580078,7493.8662109375
282,"['A group of women wearing hats while standing at a dessert table.', 'Women in fancy hats serving cakes at a candle lit table', 'A group of women standing next to a cake.', 'Three women that are standing in front of a table.', 'a couple of women in hates cutting some cake ']",Three women wearing hats cut a cake.,2.3075239658355713,7493.8662109375
283,"['A street sign that reads Sparta sitting next to a tall building.', 'Store signs on the outside of stores in a downtown area.', 'Street signs and traffic lights on a city street', 'Sparta street sign hanging on a lamp in a street.', 'The business and street signs are clearly visible. ']",A street sign for Sparta Pl 3056 and a sign for Brunswick Tobaccoist.,2.7967567443847656,7332.4814453125
284,"['A bunch of brown signs on a pole.', 'A street pole with one ways, except deliveries, street and no walking signs.', 'A street sign is pictured against a cement wall.', 'A street sign showing the intersection with Avenue of  the Americas, 6th Avenue and Charlton St.', 'a couple of signs are on a pole']",A street sign on a pole in front of a wall.,2.041727066040039,7332.4814453125
285,"['Street art painted on the wall in an asian country. ', 'The view from a city street of a building covered with a painted mural.', 'A construction wall that has been used as a billboard.', 'A large mural on a building at an intersection.', 'a street corner is boarded by painted walls']",A man with a beard is on a billboard in front of a green building.,2.185511589050293,7332.4814453125
286,"['A train pulls up along some buildings. ', 'A blue train is coming down the tracks', 'A photo of a train station with the train pulling in.', 'a blue and yellow train a building and some cars', 'a group of cars next to a train']",A blue train is pulling into a station with a VIA Rail Canada sign in the background.,2.738795042037964,7456.91162109375
287,"['A pretty red white and blue parking meter by some shrubs.', 'A parking meter with a sidewalk and fence in the background. ', 'A parking meter has a sign promoting the end to homelessness.', 'A parking meter is on a sidewalk next to some green bushes.', 'A parking meter that has a sign to end homelessness on it.']","A red and blue parking meter with a sign that says ""Campaign to End Homelessness"" on it.",3.6853420734405518,7578.927734375
288,"['A herd of black and white cows eating dry grass.', 'Several cows and a horse are eating hay.', 'Cows and ponies are eating hay in the barn', 'The animals are grazing on the wheat grain', 'A horse and several cows feed on hay.']",A horse and several cows eating hay.,2.6192100048065186,7578.927734375
289,"[""A herd of cattle is feeding at the river's edge."", 'many cows next to a body of water in a field', 'A herd of cows grazes in a field near a river. ', 'A herd of cattle standing in grassy area next to water.', 'A herd of cattle is near a flock of birds swimming in the water.']",Cows and ducks by the water.,2.616842746734619,7578.927734375
290,"[""A cat peeking it's head out of the blankets."", 'A kitten on a bad with its arm stretched out toward the camera', 'A cat laying on a bed in a room.', 'A cat laying down on a blue comforter with pink sheets.', 'A cat laying on a blanket on top of a pillow. ']",A cat laying on someone's lap.,2.247296094894409,7456.91162109375
291,"['A herd of animals grazing on a dry grass field.', 'Numerous head of cattle are grazing in the grass.', 'A herd of cows grazing in a grassy field.', 'A herd of cattle are standing and grazing in a field.', 'Cows grazing in a field with rocks in the background.']",A herd of black cows grazing in a field.,2.159923791885376,7387.28173828125
292,"['A herd of elephants standing on top of a field.', 'a number of horses standing near one another ', 'Two elephants that are pressing their heads together.', 'A couple of elephants standing in the grass.', 'a couple of elephants out in a large field']",Two elephants stand in a grassy field with trees and mountains in the background.,2.713350296020508,7493.8662109375
293,"['The moon shining down on a harbor full of ships.', 'a lake with a lot of boats on it', 'A harbor filled with boats under a full moon bathing them in moon light.', 'The boats are in the water for a peaceful night ', 'several sail boats in the water at night']",A moonlit harbor with boats and a flag.,2.393836736679077,7493.8662109375
294,"['A man is leaning over a fence offering food to an elephant/', 'A man reaching out to an elephants trunk near a gate.', 'a man is feeding an elephant over a fence', 'a man handing an elephant a stick in an enclosure at a zoo', 'A man reaches out to give the elephant something. ']",A man feeding an elephant at the zoo.,2.6874349117279053,7578.927734375
295,"['Some elephants walk together through the grass. ', 'Pack of 6 elephants walking through the native brush.', 'a herd of elephants walking down a path in some tall grass', 'A herd of elephants are marching triumphantly through a field.', 'African elephants file through dry grass and shrub growth.']",elephants in the wild,2.2405779361724854,7493.8662109375
296,"['a woman with a tattoo is sitting on the train tracks', 'A womman sitting on railroad tracks with a suitcase beside her.', 'A woman wearing a skirt shows off her tatttoos', 'There is a woman sitting on the railroad tracks.', 'A woman is sitting with a suitcase on some train tracks.']",A woman with tattoos sits on the ground next to a suitcase.,2.6151459217071533,7493.8662109375
297,"['A couple of large elephants standing next to a baby elephant.', 'a small elephant walks underneath a big elephant ', 'A mother elephant with her baby elephant underneath her.', 'A baby elephant that is standing underneath an adult elephant. ', 'A baby elephant is walking under a larger elephant.']",A baby elephant stands between two adult elephants in an enclosure.,2.5085697174072266,7493.8662109375
298,"['Two people posing next to a giant suitcase in front of a building.', 'Suitcase sitting on the ground with stickers from various countries on it.', 'Two people posing next to a giant statue with a suit case.', 'Two people standing next to a life size replica of a suitcase.', 'a huge suitcase with a bunch of stickers on it']",A couple stands next to a suitcase with stickers from around the world.,2.903029680252075,7578.927734375
299,"['A boy in a tie holding a small suit case.', 'a small child wearing a tie and holding a suitcase with other people in the background', 'A kid standing with a small suitcase on a street.', 'A little boy that is standing on a sidewalk with a suitcase.', 'A small child wearing a tie stands with his luggage.']",A little boy in a striped shirt and tie is pulling a suitcase down the sidewalk.,3.026285171508789,7493.8662109375
300,"['Animals trying to either move or go around fallen tree branches', 'An elephant looking at the camera in a pin.', 'two elephants in a zoo behind a wire fence', 'Elephants with large tusks, standing around behind a fence. ', 'An elephant walks around his exhibit at the zoo']",Elephants in an enclosure with trees and a fallen log.,2.7984280586242676,7578.927734375
301,"['A replica of a bear and her cub in a glass case in an exhibit.', ""An exhibit of a bear and it's cub."", 'A bear and cub on a marble display.', 'A display of a momma bear and her cub.', 'A big black bear standing with a baby bear.']",A bear and her cub stand on a ledge in a museum exhibit.,2.9024364948272705,7578.927734375
302,"['A yellow dog runs to grab a yellow frisbee in the grass ', 'A dog is on the grass playing frisbee.', 'A dog in the grass catching a frisbee.', 'A tan dog leaping to catch a Frisbee', 'A dog is opening his mouth to catch a Frisbee']",A dog jumps to catch a frisbee in the air.,2.0557446479797363,7332.4814453125
303,"['a dog laying on a bed with a tv in the background', 'A cute brown puppy is snuggled on a rumpled bed.', 'Brown dog lying on unmade bed in bedroom of home.', 'Dog lies on bed looking towards the camera', 'a dog laying next to some colorful blankets on a white bed ']",A brown dog wearing a red bow tie sits on a bed with a colorful blanket and a red comforter.,3.6396126747131348,7578.927734375
304,"['A group of zebra standing next to each other on a dirt field.', 'Three zebras huddling together in a very dry area', 'Three zebras standing in a sandy desert area.', 'Those zebras may have lost their parents and they could be nearby.', 'two zebras standing close to a little one ']",Two zebras standing on the dirt ground.,1.8882184028625488,7332.4814453125
305,"['A trio of zebras stand together in the grass.', 'A group of zebras stand in front of a group of trees.', 'Three zebras standing together in a grassy field.', 'A few zebras are standing near tall grass.', 'A group of zebras that are standing in the dirt.']",Three zebras standing on a dirt path in a grassy field.,1.941985845565796,7311.41064453125
306,"['A group of men traveling on horses in the water,', 'Four men ride horses across a body of water. ', 'Men are riding horses while going through the river.', 'Several male horse riders crossing a river to shore.', 'The shirtless men are riding horses through the lake. ']",A group of men ride horses through a shallow river.,2.6344316005706787,7534.0771484375
307,"['A very green hillside in the day time.', 'some animals are grazing in a large field', 'A grassy hill side with some animals in the distance ', 'A lush green valley surrounded by tall mountains.', 'A scenic view of a valley with mountains in the distance.']",Horses grazing in a valley with mountains and blue sky.,2.9859824180603027,7578.927734375
308,"['A group of horses are grazing in the field.', 'Three horse running in the grass in a open area.', 'Three horse running through an open muddy field.', 'A herd of three horses standing on top of a green field.', 'some horse running around in a field ']",Three brown horses running in a field.,2.311802864074707,7493.8662109375
309,"['A bunch of mini bananas are hanging above a bowl of apples and oranges.', 'Apples and oranges and a tree with bananas in front of potted plants.', 'a group of bananas are resting on a stand ', 'The over ripe bananas are hanging from a stand.', 'A table topped with apples, oranges and bananas.']","A fruit bowl with bananas, apples and oranges.",2.4137017726898193,7493.8662109375
310,"['A vase of red flowers sits on a bathroom countertop. ', 'Red flowers sitting in a vase with a red wall behind them. ', 'The vanity is decorated with a red flower arrangement and glass candles and perfume bottles. ', 'A vase full of red flowers sits in a room with red walls and red decorations.', 'A vase full of flowers on a bathroom sink counter. ']",A red flower arrangement sits on a table next to a candle and perfume bottle.,3.4667489528656006,7770.0087890625
311,"['A baseball game showing a batter waiting for a pitch.', 'A baseball game in progress with the batter in the middle of a swing.', 'a baseball player with a bat on a field ', 'A little league baseball player is getting ready hit the ball with his bat. ', 'A catcher is ready to catch the ball after it crosses the plate.']",A batter is getting ready to hit the ball as the catcher and other players look on.,3.3135712146759033,7578.927734375
312,"['A person carrying a crate on their shoulder that is full of bananas.', 'A woman carries a box of bananas down a crowded street.', 'A man carrying a crate full of bananas on his shoulder.', 'Person carrying green bananas on their shoulder and a market. ', ""A pile of green bananas on top of a woman's shoulder.""]",A person carries a bucket of bananas on their head.,2.4567959308624268,7493.8662109375
313,"['A plate of cooked food in seen in this image.', 'a big plate with some potatoes and meat on it ', 'A serving of food on a white plate.', 'Plate full of cooked carrots, potatoes, and other vegetables.', ' A plate containing potatoes, carrots and chicken. ']",A plate of roasted vegetables and chicken.,2.3188273906707764,7493.8662109375
314,"[""A group of slightly bruised banana's in a bowl."", 'A bunch of bananas in a metal bowl.', ""A steel strainer with four ripe banana's on a table."", 'Four bananas in a bunch with brown dots', 'three yellow  bananas sitting inside of a basket']",Three ripe bananas with brown spots in a metal basket.,2.770031213760376,7578.927734375
315,"['an upclose photo of a cake with chocolate pieces', 'Closeup of a cake that is sitting on a white plate.', 'A large round cake is sitting on a plate.', 'A dense cake with fruit in it sitting on a blue plate.', 'a close up of a cake on a plate on a table']",A round cake with holes in it.,2.7321228981018066,7578.927734375
316,"['A table filled with a cake and paper plates with ice cream and cake.', 'An empty plate with a fork is shown in between two children.', 'a table with a large cake and small plates of cake ', 'A Superman toy is lying face down on the table next to an empty plate of food.', ""People and dishes from cake at a children's party.""]",A birthday party with plates of food and a cake.,1.974395990371704,7332.4814453125
317,"['A plant in a garden near a white building.', 'Several broccoli plants planted next to a wall.', 'A row of plants growing in the ground by a building.', 'Green plants and climbing vines in a garden plot.', 'A kale and sweet pea home garden getting the last rays of sunlight. ']",A garden with plants growing in the dirt.,2.668062210083008,7578.927734375
318,"['A skillet contains diced meat and mixed vegetables.', 'a recipe consisting of ham broccoli and carrots', 'A pan is filled with broccoli, peppers, and diced sausage.', 'a pot of food on a stove with broccoli ', 'The broccoli is being cooked with ham and carrots.']",A pan of vegetables and meat cooking on the stove.,2.4660842418670654,7493.8662109375
